"date","name","category","value","color","logo"
"2004-01-01","Sony","Electronics","12759","#c7c7c7",
"2004-01-01","Samsung","Technology","12553","#2ca02c",
"2004-01-01","Pepsi","Beverages","12066","#c5b0d5",
"2004-01-01","NESCAF?","Beverages","11892","#ff7f0e",
"2004-01-01","Budweiser","Alcohol","11846","#8c564b",
"2004-01-01","Dell","Electronics","11500","#7f7f7f",
"2004-01-01","Merrill Lynch","Financial Services","11499","#c49c94",
"2004-01-01","Morgan Stanley","Financial Services","11498","#1f77b4",
"2004-01-01","Oracle","Business Services","10935","#f7b6d2",
"2004-01-01","Pfizer","Pharmaceuticals","10635","#9edae5",
"2004-01-01","J.P. Morgan","Financial Services","9782","#ff7f0e",
"2004-01-01","Nike","Sporting Goods","9260","#17becf",
"2004-01-01","Merck & Co., Inc.","Pharmaceuticals","8811","#c7c7c7",
"2004-01-01","HSBC","Financial Services","8671","#aec7e8",
"2004-01-01","SAP","Business Services","8323","#dbdb8d",
"2004-01-01","Canon","Electronics","8055","#ff7f0e",
"2004-01-01","Kellogg's","FMCG","8029","#98df8a",
"2004-01-01","Goldman Sachs","Financial Services","7954","#1f77b4",
"2004-01-01","Gap","Apparel","7873","#bcbd22",
"2004-01-01","Siemens","Diversified","7470","#dbdb8d",
"2004-01-01","IKEA","Retail","7182","#9edae5",
"2004-01-01","Harley-Davidson","Automotive","7057","#d62728",
"2004-01-01","Heinz","FMCG","7026","#9467bd",
"2004-01-01","Apple","Technology","6871","#c49c94",
"2004-01-01","Louis Vuitton","Luxury","6602","#ff9896",
"2004-01-01","UBS","Financial Services","6526","#c5b0d5",
"2004-01-01","Nintendo","Electronics","6479","#dbdb8d",
"2004-01-01","MTV","Media","6456","#f7b6d2",
"2004-01-01","Volkswagen","Automotive","6410","#aec7e8",
"2004-01-01","L'Or?al","FMCG","5902","#d62728",
"2004-01-01","Accenture","Business Services","5772","#2ca02c",
"2004-01-01","Xerox","Business Services","5696","#e377c2",
"2004-01-01","Wrigley","FMCG","5424","#aec7e8",
"2004-01-01","Kodak","Electronics","5231","#d62728",
"2004-01-01","KFC","Restaurants","5118","#9467bd",
"2004-01-01","Pizza Hut","Restaurants","5050","#2ca02c",
"2004-01-01","Colgate","FMCG","4929","#17becf",
"2004-01-01","Kleenex","FMCG","4881","#9467bd",
"2004-01-01","Avon","FMCG","4849","#e377c2",
"2004-01-01","Gucci","Luxury","4715","#d62728",
"2004-01-01","eBay","Retail","4700","#c49c94",
"2004-01-01","Yahoo!","Media","4545","#c7c7c7",
"2004-01-01","Nestl?","FMCG","4529","#9467bd",
"2004-01-01","Danone","FMCG","4488","#8c564b",
"2004-01-01","Chanel","Luxury","4416","#ffbb78",
"2004-01-01","Philips","Electronics","4378","#ff7f0e",
"2004-01-01","Amazon","Technology","4156","#7f7f7f",
"2004-01-01","Kraft","FMCG","4112","#17becf",
"2004-01-01","Caterpillar","Diversified","3801","#e377c2",
"2004-01-01","adidas","Sporting Goods","3740","#98df8a",
"2004-01-01","Rolex","Luxury","3720","#c5b0d5",
"2004-01-01","Reuters","Media","3691","#8c564b",
"2004-01-01","BP","Energy","3662","#c7c7c7",
"2004-01-01","Time","Media","3651","#ffbb78",
"2004-01-01","Porsche","Automotive","3646","#f7b6d2",
"2004-01-01","Tiffany & Co.","Luxury","3638","#98df8a",
"2004-01-01","Motorola","Electronics","3483","#bcbd22",
"2004-01-01","Panasonic","Electronics","3480","#ff9896",
"2004-01-01","Hertz","Automotive","3411","#c49c94",
"2004-01-01","Herm?s","Luxury","3376","#ffbb78",
"2004-01-01","Duracell","FMCG","3362","#1f77b4",
"2004-01-01","Audi","Automotive","3288","#c7c7c7",
"2004-01-01","AOL","Media","3248","#e377c2",
"2004-01-01","Hennessy","Alcohol","3084","#98df8a",
"2004-01-01","Shell","Energy","2985","#9edae5",
"2004-01-01","Levi's","Apparel","2979","#aec7e8",
"2004-01-01","Smirnoff","Alcohol","2975","#ff7f0e",
"2004-01-01","Johnson & Johnson","FMCG","2952","#7f7f7f",
"2004-01-01","ING","Financial Services","2864","#dbdb8d",
"2004-01-01","Mo?t & Chandon","Alcohol","2861","#dbdb8d",
"2004-01-01","Nissan","Automotive","2833","#ff9896",
"2004-01-01","Cartier","Luxury","2749","#9edae5",
"2004-01-01","Estee Lauder","FMCG","2634","#1f77b4",
"2004-01-01","Armani","Luxury","2613","#17becf",
"2004-01-01","Boeing","Diversified","2576","#7f7f7f",
"2004-01-01","Prada","Luxury","2568","#bcbd22",
"2004-01-01","Mobil","Energy","2492","#ff9896",
"2004-01-01","Nivea","FMCG","2409","#c49c94",
"2004-01-01","Starbucks","Restaurants","2400","#ffbb78",
"2004-01-01","Heineken","Alcohol","2380","#d62728",
"2004-01-01","Ralph Lauren","Apparel","2147","#8c564b",
"2003-01-01","Coca-Cola","Beverages","70453","#1f77b4",
"2003-01-01","Microsoft","Technology","65174","#ff7f0e",
"2003-01-01","IBM","Business Services","51767","#2ca02c",
"2003-01-01","GE","Diversified","42340","#8c564b",
"2003-01-01","Intel","Technology","31112","#d62728",
"2003-01-01","Nokia","Technology","29440","#9467bd",
"2003-01-01","Disney","Media","28036","#7f7f7f",
"2003-01-01","McDonald's","Restaurants","24699","#bcbd22",
"2003-01-01","Marlboro","Tobacco","22183","#aec7e8",
"2003-01-01","Mercedes-Benz","Automotive","21371","#ffbb78",
"2003-01-01","Toyota","Automotive","20784","#c5b0d5",
"2003-01-01","HP","Electronics","19860","#98df8a",
"2003-01-01","Citi","Financial Services","18571","#c49c94",
"2003-01-01","Ford","Automotive","17066","#e377c2",
"2003-01-01","American Express","Financial Services","16833","#dbdb8d",
"2003-01-01","Gillette","FMCG","15978","#f7b6d2",
"2003-01-01","Cisco","Business Services","15789","#ff9896",
"2003-01-01","Honda","Automotive","15625","#9edae5",
"2003-01-01","BMW","Automotive","15106","#2ca02c",
"2003-01-01","Sony","Electronics","13153","#c7c7c7",
"2003-01-01","NESCAF?","Beverages","12336","#ff7f0e",
"2003-01-01","Budweiser","Alcohol","11894","#8c564b",
"2003-01-01","Pepsi","Beverages","11777","#c5b0d5",
"2003-01-01","Oracle","Business Services","11263","#f7b6d2",
"2003-01-01","Samsung","Technology","10846","#2ca02c",
"2003-01-01","Morgan Stanley","Financial Services","10691","#1f77b4",
"2003-01-01","Merrill Lynch","Financial Services","10521","#c49c94",
"2003-01-01","Pfizer","Pharmaceuticals","10455","#9edae5",
"2003-01-01","Dell","Electronics","10367","#7f7f7f",
"2003-01-01","Merck & Co., Inc.","Pharmaceuticals","9407","#c7c7c7",
"2003-01-01","J.P. Morgan","Financial Services","9120","#ff7f0e",
"2003-01-01","Nintendo","Electronics","8190","#dbdb8d",
"2003-01-01","Nike","Sporting Goods","8167","#17becf",
"2003-01-01","Kodak","Electronics","7826","#d62728",
"2003-01-01","SAP","Business Services","7714","#dbdb8d",
"2003-01-01","Gap","Apparel","7688","#bcbd22",
"2003-01-01","HSBC","Financial Services","7565","#aec7e8",
"2003-01-01","Kellogg's","FMCG","7438","#98df8a",
"2003-01-01","Canon","Electronics","7192","#ff7f0e",
"2003-01-01","Heinz","FMCG","7097","#9467bd",
"2003-01-01","Goldman Sachs","Financial Services","7039","#1f77b4",
"2003-01-01","Volkswagen","Automotive","6938","#aec7e8",
"2003-01-01","IKEA","Retail","6918","#9edae5",
"2003-01-01","Harley-Davidson","Automotive","6775","#d62728",
"2003-01-01","Louis Vuitton","Luxury","6708","#ff9896",
"2003-01-01","MTV","Media","6278","#f7b6d2",
"2003-01-01","L'Or?al","FMCG","5600","#d62728",
"2003-01-01","Xerox","Business Services","5578","#e377c2",
"2003-01-01","KFC","Restaurants","5576","#9467bd",
"2003-01-01","Apple","Technology","5554","#c49c94",
"2003-01-01","Pizza Hut","Restaurants","5312","#2ca02c",
"2003-01-01","Accenture","Business Services","5301","#2ca02c",
"2003-01-01","Gucci","Luxury","5100","#d62728",
"2003-01-01","Kleenex","FMCG","5057","#9467bd",
"2003-01-01","Wrigley","FMCG","5057","#aec7e8",
"2003-01-01","Colgate","FMCG","4686","#17becf",
"2003-01-01","Avon","FMCG","4631","#e377c2",
"2003-01-01","Sun Microsystems","Business Services","4465","#8c564b",
"2003-01-01","Philips","Electronics","4464","#ff7f0e",
"2003-01-01","Nestl?","FMCG","4460","#9467bd",
"2003-01-01","Chanel","Luxury","4315","#ffbb78",
"2003-01-01","Danone","FMCG","4237","#8c564b",
"2003-01-01","Kraft","FMCG","4171","#17becf",
"2003-01-01","AOL","Media","3961","#e377c2",
"2003-01-01","Yahoo!","Media","3895","#c7c7c7",
"2003-01-01","Time","Media","3784","#ffbb78",
"2003-01-01","adidas","Sporting Goods","3679","#98df8a",
"2003-01-01","Rolex","Luxury","3673","#c5b0d5",
"2003-01-01","BP","Energy","3582","#c7c7c7",
"2003-01-01","Tiffany & Co.","Luxury","3540","#98df8a",
"2003-01-01","Duracell","FMCG","3438","#1f77b4",
"2003-01-01","Bacardi","Alcohol","3431","#f7b6d2",
"2003-01-01","Herm?s","Luxury","3416","#ffbb78",
"2003-01-01","Amazon","Technology","3403","#7f7f7f",
"2003-01-01","Caterpillar","Diversified","3363","#e377c2",
"2003-01-01","Reuters","Media","3300","#8c564b",
"2003-01-01","Levi's","Apparel","3298","#aec7e8",
"2003-01-01","Hertz","Automotive","3288","#c49c94",
"2003-01-01","Panasonic","Electronics","3257","#ff9896",
"2003-01-01","Ericsson","Electronics","3153","#ffbb78",
"2003-01-01","Motorola","Electronics","3103","#bcbd22",
"2003-01-01","Hennessy","Alcohol","2996","#98df8a",
"2003-01-01","Shell","Energy","2983","#9edae5",
"2003-01-01","Boeing","Diversified","2864","#7f7f7f",
"2003-01-01","Smirnoff","Alcohol","2806","#ff7f0e",
"2003-01-01","Johnson & Johnson","FMCG","2706","#7f7f7f",
"2003-01-01","Prada","Luxury","2535","#bcbd22",
"2003-01-01","Mo?t & Chandon","Alcohol","2524","#dbdb8d",
"2003-01-01","Nissan","Automotive","2495","#ff9896",
"2003-01-01","Heineken","Alcohol","2431","#d62728",
"2003-01-01","Mobil","Energy","2407","#ff9896",
"2003-01-01","Nivea","FMCG","2221","#c49c94",
"2003-01-01","Starbucks","Restaurants","2136","#ffbb78",
"2003-01-01","Burger King","Restaurants","2121","#1f77b4",
"2003-01-01","Ralph Lauren","Apparel","2048","#8c564b",
"2003-01-01","FedEx","Logistics","2032","#c5b0d5",
"2003-01-01","Barbie","Toys & Games","1873","#2ca02c",
"2003-01-01","Wall Street Journal","Media","1763","#9467bd",
"2003-01-01","Johnnie Walker","Alcohol","1724","#e377c2",
"2003-01-01","Jack Daniel's","Alcohol","1612","#bcbd22",
"2002-01-01","Coca-Cola","Beverages","69637","#1f77b4",
"2002-01-01","Microsoft","Technology","64091","#ff7f0e",
"2002-01-01","IBM","Business Services","51188","#2ca02c",
"2002-01-01","GE","Diversified","41311","#8c564b",
"2002-01-01","Intel","Technology","30861","#d62728",
"2002-01-01","Nokia","Technology","29970","#9467bd",
"2002-01-01","Disney","Media","29256","#7f7f7f",
"2002-01-01","McDonald's","Restaurants","26375","#bcbd22",
"2002-01-01","Marlboro","Tobacco","24151","#aec7e8",
"2002-01-01","Mercedes-Benz","Automotive","21010","#ffbb78",
"2002-01-01","Ford","Automotive","20403","#e377c2",
"2002-01-01","Toyota","Automotive","19448","#c5b0d5",
"2002-01-01","Citi","Financial Services","18066","#c49c94",
"2002-01-01","HP","Electronics","16776","#98df8a",
"2002-01-01","American Express","Financial Services","16287","#dbdb8d",
"2002-01-01","Cisco","Business Services","16222","#ff9896",
"2002-01-01","AT&T","Telecommunications","16059","#17becf",
"2002-01-01","Honda","Automotive","15064","#9edae5",
"2002-01-01","Gillette","FMCG","14959","#f7b6d2",
"2002-01-01","BMW","Automotive","14425","#2ca02c",
"2002-01-01","Sony","Electronics","13899","#c7c7c7",
"2002-01-01","NESCAF?","Beverages","12843","#ff7f0e",
"2002-01-01","Oracle","Business Services","11510","#f7b6d2",
"2002-01-01","Budweiser","Alcohol","11349","#8c564b",
"2002-01-01","Merrill Lynch","Financial Services","11230","#c49c94",
"2002-01-01","Morgan Stanley","Financial Services","11205","#1f77b4",
"2002-01-01","Compaq","Technology","9803","#1f77b4",
"2002-01-01","Pfizer","Pharmaceuticals","9770","#9edae5",
"2002-01-01","J.P. Morgan","Financial Services","9693","#ff7f0e",
"2002-01-01","Kodak","Electronics","9671","#d62728",
"2002-01-01","Dell","Electronics","9237","#7f7f7f",
"2002-01-01","Nintendo","Electronics","9219","#dbdb8d",
"2002-01-01","Merck & Co., Inc.","Pharmaceuticals","9138","#c7c7c7",
"2002-01-01","Samsung","Technology","8310","#2ca02c",
"2002-01-01","Nike","Sporting Goods","7724","#17becf",
"2002-01-01","Gap","Apparel","7406","#bcbd22",
"2002-01-01","Heinz","FMCG","7347","#9467bd",
"2002-01-01","Volkswagen","Automotive","7209","#aec7e8",
"2002-01-01","Goldman Sachs","Financial Services","7194","#1f77b4",
"2002-01-01","Kellogg's","FMCG","7191","#98df8a",
"2002-01-01","Louis Vuitton","Luxury","7054","#ff9896",
"2002-01-01","SAP","Business Services","6775","#dbdb8d",
"2002-01-01","Canon","Electronics","6721","#ff7f0e",
"2002-01-01","IKEA","Retail","6545","#9edae5",
"2002-01-01","Pepsi","Beverages","6394","#c5b0d5",
"2002-01-01","Harley-Davidson","Automotive","6266","#d62728",
"2002-01-01","MTV","Media","6078","#f7b6d2",
"2002-01-01","Pizza Hut","Restaurants","6046","#2ca02c",
"2002-01-01","KFC","Restaurants","5346","#9467bd",
"2002-01-01","Apple","Technology","5316","#c49c94",
"2002-01-01","Xerox","Business Services","5308","#e377c2",
"2002-01-01","Gucci","Luxury","5304","#d62728",
"2002-01-01","Accenture","Business Services","5182","#2ca02c",
"2002-01-01","L'Or?al","FMCG","5079","#d62728",
"2002-01-01","Kleenex","FMCG","5039","#9467bd",
"2002-01-01","Sun Microsystems","Business Services","4773","#8c564b",
"2002-01-01","Wrigley","FMCG","4747","#aec7e8",
"2002-01-01","Reuters","Media","4611","#8c564b",
"2002-01-01","Colgate","FMCG","4602","#17becf",
"2002-01-01","Philips","Electronics","4561","#ff7f0e",
"2002-01-01","Nestl?","FMCG","4430","#9467bd",
"2002-01-01","Avon","FMCG","4399","#e377c2",
"2002-01-01","AOL","Media","4326","#e377c2",
"2002-01-01","Chanel","Luxury","4272","#ffbb78",
"2002-01-01","Kraft","FMCG","4079","#17becf",
"2002-01-01","Danone","FMCG","4054","#8c564b",
"2002-01-01","Yahoo!","Media","3855","#c7c7c7",
"2002-01-01","adidas","Sporting Goods","3690","#98df8a",
"2002-01-01","Rolex","Luxury","3686","#c5b0d5",
"2002-01-01","Time","Media","3682","#ffbb78",
"2002-01-01","Ericsson","Electronics","3589","#ffbb78",
"2002-01-01","Tiffany & Co.","Luxury","3482","#98df8a",
"2002-01-01","Levi's","Apparel","3454","#aec7e8",
"2002-01-01","Motorola","Electronics","3416","#bcbd22",
"2002-01-01","Duracell","FMCG","3409","#1f77b4",
"2002-01-01","BP","Energy","3390","#c7c7c7",
"2002-01-01","Hertz","Automotive","3362","#c49c94",
"2002-01-01","Bacardi","Alcohol","3341","#f7b6d2",
"2002-01-01","Caterpillar","Diversified","3218","#e377c2",
"2002-01-01","Amazon","Technology","3175","#7f7f7f",
"2002-01-01","Panasonic","Electronics","3141","#ff9896",
"2002-01-01","Boeing","Diversified","2973","#7f7f7f",
"2002-01-01","Shell","Energy","2810","#9edae5",
"2002-01-01","Smirnoff","Alcohol","2723","#ff7f0e",
"2002-01-01","Johnson & Johnson","FMCG","2509","#7f7f7f",
"2002-01-01","Prada","Luxury","2489","#bcbd22",
"2002-01-01","Mo?t & Chandon","Alcohol","2445","#dbdb8d",
"2002-01-01","Heineken","Alcohol","2396","#d62728",
"2002-01-01","Mobil","Energy","2358","#ff9896",
"2002-01-01","Burger King","Restaurants","2163","#1f77b4",
"2002-01-01","Nivea","FMCG","2059","#c49c94",
"2002-01-01","Starbucks","Restaurants","1961","#ffbb78",
"2002-01-01","Wall Street Journal","Media","1961","#9467bd",
"2002-01-01","Barbie","Toys & Games","1937","#2ca02c",
"2002-01-01","Ralph Lauren","Apparel","1928","#8c564b",
"2002-01-01","FedEx","Logistics","1919","#c5b0d5",
"2002-01-01","Johnnie Walker","Alcohol","1654","#e377c2",
"2002-01-01","Jack Daniel's","Alcohol","1580","#bcbd22",
"2002-01-01","3M","Diversified","1579","#17becf",
"2002-01-01","Armani","Luxury","1509","#17becf",
"2001-01-01","Coca-Cola","Beverages","68945","#1f77b4",
"2001-01-01","Microsoft","Technology","65068","#ff7f0e",
"2001-01-01","IBM","Business Services","52752","#2ca02c",
"2001-01-01","GE","Diversified","42396","#8c564b",
"2001-01-01","Nokia","Technology","35035","#9467bd",
"2001-01-01","Intel","Technology","34665","#d62728",
"2001-01-01","Disney","Media","32591","#7f7f7f",
"2001-01-01","Ford","Automotive","30092","#e377c2",
"2001-01-01","McDonald's","Restaurants","25289","#bcbd22",
"2001-01-01","AT&T","Telecommunications","22828","#17becf",
"2001-01-01","Marlboro","Tobacco","22053","#aec7e8",
"2001-01-01","Mercedes-Benz","Automotive","21728","#ffbb78",
"2001-01-01","Citi","Financial Services","19005","#c49c94",
"2001-01-01","Toyota","Automotive","18578","#c5b0d5",
"2001-01-01","HP","Electronics","17983","#98df8a",
"2001-01-01","Cisco","Business Services","17209","#ff9896",
"2001-01-01","American Express","Financial Services","16919","#dbdb8d",
"2001-01-01","Gillette","FMCG","15298","#f7b6d2",
"2001-01-01","Merrill Lynch","Financial Services","15015","#c49c94",
"2001-01-01","Sony","Electronics","15005","#c7c7c7",
"2001-01-01","Honda","Automotive","14638","#9edae5",
"2001-01-01","BMW","Automotive","13858","#2ca02c",
"2001-01-01","NESCAF?","Beverages","13250","#ff7f0e",
"2001-01-01","Compaq","Technology","12354","#1f77b4",
"2001-01-01","Oracle","Business Services","12224","#f7b6d2",
"2001-01-01","Budweiser","Alcohol","10838","#8c564b",
"2001-01-01","Kodak","Electronics","10801","#d62728",
"2001-01-01","Merck & Co., Inc.","Pharmaceuticals","9672","#c7c7c7",
"2001-01-01","Nintendo","Electronics","9460","#dbdb8d",
"2001-01-01","Pfizer","Pharmaceuticals","8951","#9edae5",
"2001-01-01","Gap","Apparel","8746","#bcbd22",
"2001-01-01","Dell","Electronics","8269","#7f7f7f",
"2001-01-01","Goldman Sachs","Financial Services","7862","#1f77b4",
"2001-01-01","Nike","Sporting Goods","7589","#17becf",
"2001-01-01","Volkswagen","Automotive","7338","#aec7e8",
"2001-01-01","Ericsson","Electronics","7069","#ffbb78",
"2001-01-01","Heinz","FMCG","7062","#9467bd",
"2001-01-01","Louis Vuitton","Luxury","7053","#ff9896",
"2001-01-01","Kellogg's","FMCG","7005","#98df8a",
"2001-01-01","MTV","Media","6599","#f7b6d2",
"2001-01-01","Canon","Electronics","6580","#ff7f0e",
"2001-01-01","Samsung","Technology","6374","#2ca02c",
"2001-01-01","SAP","Business Services","6307","#dbdb8d",
"2001-01-01","Pepsi","Beverages","6214","#c5b0d5",
"2001-01-01","Xerox","Business Services","6019","#e377c2",
"2001-01-01","IKEA","Retail","6005","#9edae5",
"2001-01-01","Pizza Hut","Restaurants","5978","#2ca02c",
"2001-01-01","Harley-Davidson","Automotive","5532","#d62728",
"2001-01-01","Apple","Technology","5464","#c49c94",
"2001-01-01","Gucci","Luxury","5363","#d62728",
"2001-01-01","KFC","Restaurants","5261","#9467bd",
"2001-01-01","Reuters","Media","5236","#8c564b",
"2001-01-01","Sun Microsystems","Business Services","5149","#8c564b",
"2001-01-01","Kleenex","FMCG","5085","#9467bd",
"2001-01-01","Philips","Electronics","4900","#ff7f0e",
"2001-01-01","Colgate","FMCG","4572","#17becf",
"2001-01-01","Wrigley","FMCG","4530","#aec7e8",
"2001-01-01","AOL","Media","4495","#e377c2",
"2001-01-01","Yahoo!","Media","4378","#c7c7c7",
"2001-01-01","Avon","FMCG","4369","#e377c2",
"2001-01-01","Chanel","Luxury","4265","#ffbb78",
"2001-01-01","Duracell","FMCG","4140","#1f77b4",
"2001-01-01","Boeing","Diversified","4060","#7f7f7f",
"2001-01-01","Texas Instruments","Technology","4041","#bcbd22",
"2001-01-01","Kraft","FMCG","4032","#17becf",
"2001-01-01","Motorola","Electronics","3761","#bcbd22",
"2001-01-01","Levi's","Apparel","3747","#aec7e8",
"2001-01-01","Time","Media","3724","#ffbb78",
"2001-01-01","Rolex","Luxury","3701","#c5b0d5",
"2001-01-01","adidas","Sporting Goods","3650","#98df8a",
"2001-01-01","Hertz","Automotive","3617","#c49c94",
"2001-01-01","Panasonic","Electronics","3490","#ff9896",
"2001-01-01","Tiffany & Co.","Luxury","3483","#98df8a",
"2001-01-01","BP","Energy","3247","#c7c7c7",
"2001-01-01","Bacardi","Alcohol","3204","#f7b6d2",
"2001-01-01","Amazon","Technology","3130","#7f7f7f",
"2001-01-01","Shell","Energy","2844","#9edae5",
"2001-01-01","Smirnoff","Alcohol","2594","#ff7f0e",
"2001-01-01","Mo?t & Chandon","Alcohol","2470","#dbdb8d",
